ITEM;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;NORMA;DISPOSITIVO_2;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;MONTO DE INVERSIÓN;MONTO DE TRANSFERENCIA 2020;SUB ESTADO SSP
87;307070000;2492175;2492175;APURIMAC;GRAU;PATAYPAMPA;CONSTRUCCION DE PISTA, VEREDA, CUNETA Y ALCANTARILLA;;;;;;;;;;
88;302130000;2491395;2491395;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;RENOVACION DE VEREDA Y PISTA;;;;;;;;;;
89;401020000;2492203;2492203;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;REPARACION DE CALZADA, VEREDA, BERMA Y AREA VERDE;;;;;;;;;;
90;401090000;2492148;2492148;AREQUIPA;AREQUIPA;MARIANO MELGAR;CONSTRUCCION DE VEREDA, BERMA Y AREA VERDE;;;;;;;;;;
91;401090000;2492174;2492174;AREQUIPA;AREQUIPA;MARIANO MELGAR;REPARACION DE VEREDA, BERMA, CALZADA Y SARDINEL;;;;;;;;;;
92;402040000;2491939;2491939;AREQUIPA;CAMANA;MARISCAL CACERES;REPARACION DE CALZADA, VEREDA, SARDINEL Y AREA VERDE;;;;;;;;;;
93;401010000;2492186;2492186;AREQUIPA;AREQUIPA;AREQUIPA;REMODELACION DE CALZADA Y VEREDA;;;;;;;;;;
94;401010000;2491709;2491709;AREQUIPA;AREQUIPA;AREQUIPA;REPARACION DE CALZADA, VEREDA, BERMA Y RAMPA;;;;;;;;;;
95;401010000;2491618;2491618;AREQUIPA;AREQUIPA;AREQUIPA;REMODELACION DE CALZADA Y VEREDA;;;;;;;;;;
96;801010001;2492156;2492156;CUSCO;CUSCO;CUSCO;REPARACION DE PISTA;;;;;;;;;;
97;801010001;2492169;2492169;CUSCO;CUSCO;CUSCO;REPARACION DE PISTA;;;;;;;;;;
98;801010001;2492062;2492062;CUSCO;CUSCO;CUSCO;REPARACION DE CALZADA Y VEREDA;;;;;;;;;;
99; 2103050001, 2103050045;2491384;2491384;PUNO;CARABAYA;CORANI;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
100;2103050000;2492083;2492083;PUNO;CARABAYA;CORANI;CONSTRUCCION DE PAVIMENTO Y VEREDA;;;;;;;;;;
101;2103050001;2491381;2491381;PUNO;CARABAYA;CORANI;CONSTRUCCION DE PAVIMENTO, VEREDA Y PONTON;;;;;;;;;;
102;2101080000;2492094;2492094;PUNO;PUNO;HUATA;CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y PAVIMENTO;;;;;;;;;;
103;2113050000;2491543;2491543;PUNO;YUNGUYO;OLLARAYA;REPARACION DE VEREDA, CALZADA, SARDINEL Y AREA VERDE;;;;;;;;;;
104;2106050001;2492029;2492029;PUNO;HUANCANE;PUSI;CONSTRUCCION DE PISTA, MURO DE CONTENCION, CUNETA Y VEREDA;;;;;;;;;;
105;2108010000;2492045;2492045;PUNO;MELGAR;AYAVIRI;CONSTRUCCION DE VEREDA, RAMPA, LETREROS ILUMINADOS DE SEÑALIZACIÓN VERTICAL Y BADEN;;;;;;;;;;
106;2108010000;2492042;2492042;PUNO;MELGAR;AYAVIRI;CONSTRUCCION DE VEREDA, RAMPA, LETREROS ILUMINADOS DE SEÑALIZACIÓN VERTICAL Y BADEN;;;;;;;;;;
107;2109010001;2491740;2491740;PUNO;MOHO;MOHO;RENOVACION DE CALZADA, VEREDA, CUNETA Y SARDINEL;;;;;;;;;;
108;2109010000;2491883;2491883;PUNO;MOHO;MOHO;RENOVACION DE CALZADA, VEREDA, CUNETA Y SARDINEL;;;;;;;;;;
109;2113010001;2492102;2492102;PUNO;YUNGUYO;YUNGUYO;REPARACION DE CALZADA;;;;;;;;;;
110;2301010000;2491121;2491121;TACNA;TACNA;TACNA;REPARACION DE CALZADA Y BERMA;;;;;;;;;;
111;2301100000;2492145;2492145;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;REMODELACION DE SEPARADOR CENTRAL O LATERAL Y CALZADA;;;;;;;;;;
112;2301080000;2491533;2491533;TACNA;TACNA;POCOLLAY;REMODELACIÓN DE CALZADA Y BERMA;;;;;;;;;;
113;606070000;2492188;2492188;CAJAMARCA;CUTERVO;QUEROCOTILLO;CONSTRUCCION DE PAVIMENTO, VEREDA, SARDINEL Y SISTEMA DE DRENAJE;;;;;;;;;;
114;613060000;2492232;2492232;CAJAMARCA;SANTA CRUZ;NINABAMBA;CONSTRUCCION DE PISTA, VEREDA, CUNETA Y SARDINEL;;;;;;;;;;
115;610030000;2492197;2492197;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;CONSTRUCCION DE CALZADA, CUNETA, SARDINEL Y VEREDA;;;;;;;;;;
116;604090000;2492070;2492070;CAJAMARCA;CHOTA;HUAMBOS;CONSTRUCCION DE CALZADA, VEREDA, CUNETA Y SARDINEL;;;;;;;;;;
117;610040000;2492063;2492063;CAJAMARCA;SAN MARCOS;GREGORIO PITA;CONSTRUCCION DE CALZADA, CUNETA, SARDINEL Y VEREDA;;;;;;;;;;
118;608090000;2492216;2492216;CAJAMARCA;JAEN;SALLIQUE;CONSTRUCCION DE CALZADA,VEREDA, SARDINEL Y CUNETA;;;;;;;;;;
119;601010000;2491396;2491396;CAJAMARCA;CAJAMARCA;CAJAMARCA;" ""REPARACIÓN DE CALZADA, BADÉN , GIBA Y VEREDAS";;;;;;;;;;
120;611120000;2492153;2492153;CAJAMARCA;SAN MIGUEL;TONGOD;"""CONSTRUCCION DE CALZADA, CUNETA, SARDINEL Y AREA VERDE";;;;;;;;;;
121;609010000;2492159;2492159;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;" ""CONSTRUCCIÓN DE PISTA, MURO DE CONTENCIÓN, ÁREA VERDE Y VEREDA, ADEMÁS DE OTROS ACTIVOS EN EL (LA) LOCALIDAD DE SAN IGNACIO DISTRITO DE SAN IGNACIO, PROVINCIA SAN IGNACIO-DEPARTAMENTO CAJAMARCA""";DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO;55;356;Pista y Vereda;1 879 489;1685916;Adelantada
122;613110000;2492221;2492221;CAJAMARCA;SANTA CRUZ;YAUYUCAN;CONSTRUCCION DE CALZADA Y VEREDA;;;;;;;;;;
123;608010000;2490385;2490385;CAJAMARCA;JAEN;JAEN;"""RENOVACION DE PAVIMENTO Y VEREDA";;;;;;;;;;
124;603010000;2491768;2491768;CAJAMARCA;CELENDIN;CELENDIN;CONSTRUCCION DE CALZADA, ALCANTARILLA, BERMA Y CUNETA;;;;;;;;;;
125;603010000;2491707;2491707;CAJAMARCA;CELENDIN;CELENDIN;CONSTRUCCION DE CALZADA, ALCANTARILLA, BADEN Y CUNETA;;;;;;;;;;
126;611010000;2492020;2492020;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
127;611010000;2492019;2492019;CAJAMARCA;SAN MIGUEL;SAN MIGUEL; CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
128;608040000;2492760;2492760;CAJAMARCA;JAEN;COLASAY;RENOVACION DE PISTA Y VEREDA;;;;;;;;;;
129;604190000;2492189;2492189;CAJAMARCA;CHOTA;CHALAMARCA;CONSTRUCCION DE PISTA, MURO DE CONTENCION, CUNETA Y VEREDA;;;;;;;;;;
130;604170000;2492750;2492750;CAJAMARCA;CHOTA;TACABAMBA;CONSTRUCCION DE CALZADA Y VEREDA;;;;;;;;;;
131;609020000;2492101;2492101;CAJAMARCA;SAN IGNACIO;CHIRINOS;CONSTRUCCION DE PISTA, VEREDA Y MURO DE CONTENCION;;;;;;;;;;
132;609020000;2492115;2492115;CAJAMARCA;SAN IGNACIO;CHIRINOS;RENOVACION DE PISTA, VEREDA Y MURO DE CONTENCION;;;;;;;;;;
133;602020000;2492170;2492170;CAJAMARCA;CAJABAMBA;CACHACHI;CONSTRUCCION DE PISTA, VEREDA, CUNETA Y MURO DE CONTENCION;;;;;;;;;;
134;607020000;2492023;2492023;CAJAMARCA;HUALGAYOC ;CHUGUR;;;;;;;;;;;
CONSTRUCCIÓN DE VEREDAS; CUNETAS; SARDINELES Y CALZADA DE LA CUADRA Nº 01 DEL JIRÓN HUALGAYOC Y LA CUADRA Nº 01 DEL JIRÓN BOLIVAR DEL DISTRITO DE CHUGUR – PROVINCIA DE HUALGAYOC – DEPARTAMENTO DE CAJAMARCA”;" """;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE CHUGUR;22;63;Pista y Vereda;706,433.23 ;695567;90;AS;En Ejecución;Atrasada;
135;2002070001;2492369;2492369;PIURA;AYABACA;PAIMAS;CONSTRUCCION DE VEREDAS, RAMPAS, SARDINEL Y CALZADA;;;;;;;;;;
136;2403020000;2490765;2490765;TUMBES;ZARUMILLA;AGUAS VERDES;CONSTRUCCION DE PAVIMENTO;;;;;;;;;;
137;2403040000;2492743;2492743;TUMBES;ZAMURILLA;PAPAYAL;CONSTRUCCION DE VEREDA, RAMPA Y AREA VERDE;;;;;;;;;;
138;2003040000;2493060;2493060;PIURA;HUANCABAMBA;HUARMACA;OPTIMIZACION  DEL  SERVICIO DE TRANSITABILIDAD EN LAS CALLES DE LOS SECTORES ALTO DE LA PALOMA, LA PRIMAVERA Y SAN ANTONIO, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUARMACA;52;315;Pista y Vereda;1 744 389;1709990;Por Iniciar
139;1501140001;2491966;2491966;LIMA;LIMA;LA MOLINA;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
140;1501090001;2492302;2492302;LIMA;LIMA;CIENEGUILLA;REPARACION DE PISTA;;;;;;;;;;
141;1501120000;2492212;2492212;LIMA;LIMA;INDEPENDENCIA; REPARACION DE CALZADA;;;;;;;;;;
142;1501410001;2492208;2492208;LIMA;LIMA;SURQUILLO;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
143;1501200001;2492075;2492075;LIMA;LIMA;MAGDALENA DEL MAR;REPARACION DE VEREDA;;;;;;;;;;
144;1506050001;2492286;2492286;LIMA;HUARAL;CHANCAY;RENOVACION DE PAVIMENTO;;;;;;;;;;
145;1506050001;2492279;2492279;LIMA;HUARAL;CHANCAY;RENOVACION DE PAVIMENTO;;;;;;;;;;
146;1505100000;2492285;2492285;LIMA;CAÑETE;NUEVO IMPERIAL;CONSTRUCCION DE PISTA EN EL CERCADO DEL DISTRITO DE NUEVO IMPERIAL, PROVINCIA CAÑETE, DEPARTAMENTO LIMA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL;18;207;Pista y Vereda;597 142;576153;Atrasada
147;1501230001;2491981;2491981;LIMA;LIMA;PACHACAMAC;REPARACION DE CALZADA;;;;;;;;;;
148;1501190001;2492256;2492256;LIMA;LIMA;LURIN;REPARACION DE CALZADA;;;;;;;;;;
149;1507070000;2492273;2492273;LIMA;HUAROCHIRI;HUACHUPAMPA;CONSTRUCCION DE PISTAS EN LA LOCALIDAD DE SAN LORENZO DE HUACHUPAMPA, DISTRITO DE HUACHUPAMPA - PROVINCIA DE HUAROCHIRI- DEPARTAMENTO DE LIMA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA;33;249;Pista y Vereda;1 101 853;1068854;Proceso de Selección
150;1508060000;2492300;2492300;LIMA;HUAURA;HUAURA;RENOVACION DE PISTAS EN EL (LA) AVENIDA FERROCARRIL DE ÑLA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUAURA;21;320;Pista y Vereda;694 822;661322;Normal
151;1508060000;2492307;2492307;LIMA;HUAURA;HUAURA;RENOVACION DE PISTAS EN EL (LA) AVENIDA SAN FRANCISCO  DE LA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE HUAURA;20;280;Pista y Vereda;651 154;617655;Normal
152;1505090001;2492319;2492319;LIMA;CAÑETE;MALA;RENOVACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
153;1505070000;2491706;2491706;LIMA;CAÑETE;IMPERIAL;RENOVACION DE PISTA, SARDINEL, VEREDA Y RAMPA;;;;;;;;;;
154;1504070000;2492455;2492455;LIMA;CANTA;SANTA ROSA DE QUIVES;CONSTRUCCION DE VIAS DE ACCESO;;;;;;;;;;
155;1501430001;2492278;2492278;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;REPARACION DE CALZADA;;;;;;;;;;
156;1501430001;2492301;2492301;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;REPARACION DE CALZADA;;;;;;;;;;
157;1501430001;2492306;2492306;LIMA;LIMA;VILLA MARIA DEL TRIUNFO; REPARACION DE CALZADA;;;;;;;;;;
158;1501330001;2492242;2492242;LIMA;LIMA;SAN JUAN DE MIRAFLORES;REPARACION DE PAVIMENTO;;;;;;;;;;
159;1501330001;2491227;2491227;LIMA;LIMA;SAN JUAN DE MIRAFLORES;REPARACION DE PAVIMENTO;;;;;;;;;;
160;1501330001;2491230;2491230;LIMA;LIMA;SAN JUAN DE MIRAFLORES;REPARACION DE PAVIMENTO;;;;;;;;;;
161;1501330001;2491226;2491226;LIMA;LIMA;SAN JUAN DE MIRAFLORES;REPARACION DE PAVIMENTO;;;;;;;;;;
162;1501420001;2492330;2492330;LIMA;LIMA;VILLA EL SALVADOR;CONSTRUCCION DE CALZADA Y AREA VERDE;;;;;;;;;;
163;1501420001;2492323;2492323;LIMA;LIMA;VILLA EL SALVADOR;CONSTRUCCION DE CALZADA Y AREA VERDE;;;;;;;;;;
164;1501420001;2492312;2492312;LIMA;LIMA;VILLA EL SALVADOR;CONSTRUCCION DE CALZADA Y AREA VERDE;;;;;;;;;;
165;1501350000;2492355;2492355;LIMA;LIMA;SAN MARTIN DE PORRES;CONSTRUCCION DE VEREDA, RAMPA Y SARDINEL;;;;;;;;;;
166;1501350000;2492351;2492351;LIMA;LIMA;SAN MARTIN DE PORRES; REPARACION  DE PISTA, VEREDA, SARDINEL Y RAMPA;;;;;;;;;;
167;1501060001;2492362;2492362;LIMA;LIMA;CARABAYLLO;REPARACION DE PISTA Y  CONSTRUCCION DE VEREDA;;;;;;;;;;
168;1501250000;2492318;2492318;LIMA;LIMA;PUENTE PIEDRA;REPARACION DE PISTA EN LA ASOCIACIÓN DE VIVIENDA MILAGROSA CRUZ DE MOTUPE Y  EN LA ASOCIACIÓN DE VIVIENDA LAS ROSAS VIRGEN DEL CARMEN;;;;;;;;;;
169;1501250000;2492316;2492316;LIMA;LIMA;PUENTE PIEDRA;REPARACION DE PISTA;;;;;;;;;;
170;1501250000;2492310;2492310;LIMA;LIMA;PUENTE PIEDRA;REPARACION DE PISTA EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA LA MERCED Y EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA CHAVIN DE HUANTAR I ;;;;;;;;;;
171;1501250000;2492303;2492303;LIMA;LIMA;PUENTE PIEDRA;REPARACION DE PISTA EN LA ASOC. DE PROPIETARIOS DE LA URBANIZACIÓN CASUARINAS DEL NORTE,ASOC. DE VIVIENDA LAS BEGONIAS,ASOC. DE PROPIETARIOS TAMBO INGA Y ASOC. DE VIVIENDA LA CASTELLANA DEL NORTE;;;;;;;;;;
172;1501020001;2492393;2492393;LIMA;LIMA;ANCÓN;REPARACIÓN DE PISTA  EN LA CALLE 05, CALLE 18, CALLE 08, CALLE 17, CALLE 01, CALLE 16 Y CALLE 06 DE LA URBANIZACIÓN SAN JOSÉ, DISTRITO DE ANCÓN - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE ANCON;17;299;Pista y Vereda;534 787;518787;Normal
173;1501030001;2492824;2492824;LIMA;LIMA;ATE;REPARACION DE PISTA;;;;;;;;;;
174;1501030001;2492836;2492836;LIMA;LIMA;ATE;REPARACION DE PISTA;;;;;;;;;;
175;1501030001;2492832;2492832;LIMA;LIMA;ATE;REPARACION DE PISTA;;;;;;;;;;
176;1501030001;2492837;2492837;LIMA;LIMA;ATE;REPARACION DE PISTA;;;;;;;;;;
177;1302080001;2492013;2492013;LA LIBERTAD;ASCOPE;CASA GRANDE;REPARACION DE PISTA;;;;;;;;;;
178;1309020000;2492165;2492165;LA LIBERTAD;SANCHEZ CARRION;CHUGAY;CONSTRUCCION DE VEREDA, RAMPA, CUNETA Y CALZADA;;;;;;;;;;
179;1311020001;2491454;2491454;LA LIBERTAD;GRAN CHIMU;LUCMA;REPARACION DE PISTA Y VEREDA;;;;;;;;;;
180;1302050001;2492037;2492037;LA LIBERTAD;ASCOPE;PAIJAN;CONSTRUCCIÓN DE VEREDA, SARDINEL Y CAMINO PEATONAL;;;;;;;;;;
181;1309060006;2492146;2492146;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;CONSTRUCCIÓN DE VEREDA, RAMPA, CALZADA, CUNETA Y MURO DE CONTENCION;;;;;;;;;;
182;1306130021;2492021;2492021;LA LIBERTAD;OTUZCO;SINSICAP;REPARACIÓN DE INFRAESTRUCTURA DEL TRANSPORTE EN LA CALLE SAN JUAN, AV. VICTOR LARCO HERRERA, DEL CENTRO POBLADO SAN IGNACIO, DISTRITO DE SINSICAP, PROVINCIA DE OTUZCO, DEPARTAMENTO LA LIBERTAD;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE SINSICAP ;35;268;Pista y Vereda;1 158 860;1124760;Adelantada
183;1310080001;2490954;2490954;LA LIBERTAD;SANTIAGO DE CHUCO;SITABAMBA;CONSTRUCCIÓN DE VEREDA, CALZADA, PARADERO URBANO Y SEÑALIZACIÓN VERTICAL;;;;;;;;;;
184;1311010001;2492126;2492126;LA LIBERTAD;GRAN CHIMU;CASCAS;REPARACIÓN DE LA CALZADA Y SEÑALIZACIÓN VERTICAL EN LA AV. LIBERTAD DE LA LOCALIDAD DE CASCAS, DISTRITO DE CASCAS, PROVINCIA DE GRAN CHIMÚ - LA LIBERTAD;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD PROVINCIAL GRAN CHIMU - CASCAS;16;135;Pista y Vereda;500 835;477235;Normal
185;1301010001;2492241;2492241;LA LIBERTAD;TRUJILLO;TRUJILLO;"""REHABILITACION DEL PAVIMENTO DE LA AV PEDRO MUÑIZ Y JR PEDRO MUÑIZ DESDE LA PROLONG AV AMERICA OESTE HASTA AV. ESPAÑA, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO -LA LIBERTAD""";DS 262_IOARR;DS N° 262-2020-EF;URBANO; MUNICIPALIDAD PROVINCIAL DE TRUJILLO;29;421;Pista y Vereda;979 057;952058;Adelantada
186;1310010001;2491721;2491721;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;REPARACION DE PAVIMENTO, CUNETA Y SEÑALES DE TRÁFICO;;;;;;;;;;
187;1312020000;2492099;2492099;LA LIBERTAD;VIRU;CHAO;REPARACION DE CALZADA Y SARDINEL;;;;;;;;;;
188;1301090000;2492162;2492162;LA LIBERTAD;TRUJILLO;SALAVERRY;CONSTRUCCION DE CALZADA Y SARDINEL;;;;;;;;;;
189;1301090000;2492191;2492191;LA LIBERTAD;TRUJILLO;SALAVERRY;CONSTRUCCION DE CALZADA Y SARDINEL;;;;;;;;;;
190;1301090000;2492195;2492195;LA LIBERTAD;TRUJILLO;SALAVERRY;CONSTRUCCION DE CALZADA, SARDINEL Y AREA VERDE;;;;;;;;;;
191;1301050001;2492016;2492016;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CONSTRUCCION DE VEREDA, SARDINEL, PISTA Y AREA VERDE;;;;;;;;;;
192;1301060001;2492163;2492163;LA LIBERTAD;TRUJILLO;LAREDO;CONSTRUCCIÓN, REPARACIÓN DE CALZADA DE LAS CALLES DE LOS SECTORES CENTENARIO I Y II ETAPA, VILLA GARCIA, LA MERCED III ETAPA SECTORES A Y B, DISTRITO LAREDO, PROVINCIA TRUJILLO - LA LIBERTAD;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL LAREDO;42;1466;Pista y Vereda;1 405 598;1371598;Normal
193;1301020001;2492010;2492010;LA LIBERTAD;TRUJILLO;EL PORVENIR;REPARACION DE PISTA;;;;;;;;;;
194;1301020001;2492014;2492014;LA LIBERTAD;TRUJILLO;EL PORVENIR;REPARACION DE PISTA;;;;;;;;;;
195;1301020001;2492015;2492015;LA LIBERTAD;TRUJILLO;EL PORVENIR;REPARACION DE PISTA;;;;;;;;;;
196;1301070001;2491945;2491945;LA LIBERTAD;TRUJILLO;MOCHE;"	REPARACION DE PISTA, VEREDA Y SARDINEL";;;;;;;;;;
197;1301070001;2491439;2491439;LA LIBERTAD;TRUJILLO;MOCHE;REPARACION DE PISTA, VEREDA Y SARDINEL;;;;;;;;;;
198;1301110000;2492338;2492338;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;REPARACION DE PISTA;;;;;;;;;;
199;1306080001;2493664;2493664;LA LIBERTAD;OTUZCO;MACHE;REPARACION DE PAVIMENTO, VEREDA, CUNETA Y CANAL PLUVIAL;;;;;;;;;;
200;1306100001;2492659;2492659;LA LIBERTAD;OTUZCO;PARANDAY;CONSTRUCCION DE PAVIMENTO Y CUNETA;;;;;;;;;;
201;1401020000;2492185;2492185;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;REPARACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
202;1401020000;2492160;2492160;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;REPARACION DE PAVIMENTO Y VEREDA;;;;;;;;;;
203;1403010000;2492113;2492113;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;REPARACION DE VEREDA;;;;;;;;;;
204;1401140000;2492106;2492106;LAMBAYEQUE;CHICLAYO;SANTA ROSA;RENOVACION DE PISTA Y VEREDA;;;;;;;;;;
205;1401150000;2492119;2492119;LAMBAYEQUE;CHICLAYO;SAÑA;REPARACION DE CALZADA Y VEREDA;;;;;;;;;;
206;1403120000;2492141;2492141;LAMBAYEQUE;LAMBAYEQUE;TUCUME;RENOVACION DE CALZADA, GIBA, RAMPA Y VEREDA;;;;;;;;;;
207;1401200000;2492121;2492121;LAMBAYEQUE;CHICLAYO;TUMAN;CONSTRUCCION DE VEREDA Y CALZADA;;;;;;;;;;
208;1401200000;2492136;2492136;LAMBAYEQUE;CHICLAYO;TUMAN;CONSTRUCCION DE VEREDA Y CALZADA;;;;;;;;;;
209;1401200000;2492139;2492139;LAMBAYEQUE;CHICLAYO;TUMAN;CONSTRUCCION DE VEREDA Y PAVIMENTO  ADEMAS DE OTROS ACTIVOS  ENTRE LAS  CALLES JUAN VELASCO ALVARADO -CALLE N°31 - CALLE N°09 – CRTA. A CHONGOYAPE  , DEL DISTRITO DE TUMAN - PROVINCIA DE CHICLAYO - REGION LAMBAYEQUE;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE TUMAN;29;200;Pista y Vereda;949 643;915643;Atrasada
210;1401200000;2492143;2492143;LAMBAYEQUE;CHICLAYO;TUMAN;CONSTRUCCION DE CALZADA;;;;;;;;;;
211;1401120000;2492117;2492117;LAMBAYEQUE;CHICLAYO;PIMENTEL;REHABILITACION DE PISTAS Y VEREDAS EN LAS CALLES DE LA URBANIZACIÓN TÚPAC AMARU, DISTRITO DE PIMENTEL - CHICLAYO - LAMBAYEQUE;DS 262_IOARR;DS N° 262-2020-EF;URBANO;MUNICIPALIDAD DISTRITAL DE PIMENTEL;32;475;Pista y Vereda;1 070 908;1056046;Atrasada
212;1401060000;2493190;2493190;LAMBAYEQUE;CHICLAYO;LA VICTORIA;CONSTRUCCION DE VEREDA, RAMPA Y CALZADA;;;;;;;;;;
213;1401060000;2493198;2493198;LAMBAYEQUE;CHICLAYO;LA VICTORIA;“CONSTRUCCION DE VEREDA, RAMPA Y CALZADA;;;;;;;;;;
214;1401060000;2493170;2493170;LAMBAYEQUE;CHICLAYO;LA VICTORIA;CONSTRUCCION DE VEREDA, RAMPA Y CALZADA;;;;;;;;;;
215;1401120000;2492100;2492100;LAMBAYEQUE;CHICLAYO;PIMENTEL; ;;;;;;;;;;
REPARACION DE VIAS DE ACCESO;;;;;;;;;;;;;;;;;
216;1403050000;2491989;2491989;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;CONSTRUCCION DE VEREDA, RAMPA, AREA VERDE Y SARDINEL;;;;;;;;;;
217;1403050000;2491964;2491964;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;REPARACION DE VEREDA, RAMPA, SARDINEL Y CALZADA;;;;;;;;;;
1;505090001;2444404;2444404;AYACUCHO;LA MAR;SAMUGARI;CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE PALMAPAMPA DEL DISTRITO DE SAMUGARI - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAMUGARI;269;3302.00;Pista y Vereda;9 245 577;4257739;Normal
2;1501080000;2460670;2460670;LIMA;LIMA;CHORRILLOS;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL UP. ARIA LAS DELICIAS DE VILLA ZONA I CHORRILLOS DEL DISTRITO DE CHORRILLOS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CHORRILLOS;274;2029.00;Pista y Vereda;9 408 682;4676488;Proceso de Selección
3;504020001;2474235;2474235;AYACUCHO;HUANTA;AYAHUANCO;MEJORAMIENTO DEL SERVICIO DEL PARQUE DE VIRACOCHAN DEL DISTRITO DE AYAHUANCO - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE AYAHUANCO;31;1201.00;PARQUES Y PLAZAS;1 019 412;964413;Normal
4;801040001;2437503;2437503;CUSCO;CUSCO;SAN JERONIMO;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA APV HUAYNA PICOL DEL DISTRITO DE SAN JERONIMO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JERONIMO;232;5657.00;Pista y Vereda;7 962 350;3944346;Proceso de Selección
